#;;HD;;;Star;;V;;Sp. type;;Field 1;Field 2;Field 3;Field 4;Field 5;Field 6;Field 7;Field 8;Field 9;Field 10;;SIMBAD Type;;References
157;&;HD;79351;&;a Car;&;3.44;&;B2 IV-V;&;7;14;24;25;34;36;42;43;51;53;&;Spectroscopic binary              ;&;
158;&;HD;79940;&;k Vel;&;4.62;&;F3/5 V;&;7;;;;;;;;;;&;Star                              ;&;
159;&;HD;80230;&;g Car;&;4.34;&;M1 III;&;7;24;;;;;;;;;&;Variable Star                     ;&;Kallinger et al. 2019
160;&;HD;80404;&;$\iota$ Car;&;2.25;&;A8 Ib;&;7;14;24;25;34;42;51;;;;&;Variable Star                     ;&;
161;&;HD;81188;&;$\kappa$ Vel;&;2.50;&;B2 IV-V;&;7;14;24;25;34;36;42;51;53;;&;Spectroscopic binary              ;&;
162;&;HD;82434;&;$\psi$ Vel;&;3.60;&;F3 IV + F0 IV;&;7;;;;;;;;;;&;Double or multiple star           ;&;
163;&;HD;82668;&;N Vel;&;3.13;&;K5 III;&;7;24;25;34;36;42;43;;;;&;Variable Star                     ;&;Kallinger et al. 2019
164;&;HD;83183;&;h Car;&;4.08;&;B5 II;&;7;24;36;53;;;;;;;&;Star                              ;&;
165;&;HD;83446;&;M Vel;&;4.35;&;A7 V;&;7;36;43;;;;;;;;&;High proper-motion Star           ;&;
166;&;HD;86440;&;$\phi$ Vel;&;3.54;&;B5 Ib;&;7;24;36;43;53;;;;;;&;Star                              ;&;
167;&;HD;118716;&;$\epsilon$ Cen;&;2.30;&;B1 III;&;2;15;35;;;;;;;;&;Variable Star of beta Cep type    ;&;
168;&;HD;120307;&;$\nu$ Cen;&;3.41;&;B2 IV;&;2;35;;;;;;;;;&;Spectroscopic binary              ;&;
169;&;HD;120324;&;$\mu$ Cen;&;3.04;&;B2 IV-Ve;&;2;35;;;;;;;;;&;Be Star                           ;&;Baade et al. 2016
170;&;HD;121263;&;$\zeta$ Cen;&;2.55;&;B2.5 IV;&;2;15;35;;;;;;;;&;Spectroscopic binary              ;&;
171;&;HD;121743;&;$\phi$ Cen;&;3.83;&;B2 IV;&;2;35;;;;;;;;;&;Variable Star                     ;&;
172;&;HD;121790;&;$\upsilon^1$ Cen;&;3.87;&;B2 IV-V;&;2;35;;;;;;;;;&;Variable Star                     ;&;
173;&;HD;122451;&;$\beta$ Cen;&;0.61;&;B1 III;&;2;15;35;;;;;;;;&;Variable Star of beta Cep type    ;&;Pigulski et al. 2016
174;&;HD;122980;&;$\chi$ Cen;&;4.36;&;B2 V;&;2;35;;;;;;;;;&;Variable Star of beta Cep type    ;&;
175;&;HD;125238;&;$\iota$ Lup;&;3.55;&;B2.5 IV;&;2;35;;;;;;;;;&;Variable Star                     ;&;
176;&;HD;125823;&;a Cen;&;4.42;&;B7 IIIp;&;2;35;;;;;;;;;&;Rotationally variable Star        ;&;Krticka et al. 2020
177;&;HD;126341;&;$\tau^1$ Lup;&;4.56;&;B2 IV;&;2;35;;;;;;;;;&;Variable Star of beta Cep type    ;&;
178;&;HD;126354;&;$\tau^2$ Lup;&;4.35;&;F4 IV + A7:;&;2;;;;;;;;;;&;Double or multiple star           ;&;
